;transfer;deepened;optimiser;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
142;False;True;adam;0.001;500;0.6533528305297743;0.12244898080825806;0.6445537956206353;0.12087912112474443;0.6508347142247989;0.12244898080825806;129.0;150.0;110.0;0.0001
143;False;False;adam;0.001;500;0.6491445349748692;0.1240188404917717;0.6465023247001684;0.12715855240821838;0.643462118492396;0.12244898080825806;488.0;420.0;471.0;0.0001
144;True;True;adam;0.0001;10;0.6759935682946511;0.12558870017528534;0.6840354444654995;0.13029827177524567;0.6743615880678737;0.12715855240821838;155.0;133.0;157.0;0.01
145;True;False;adam;0.0001;10;0.6451894663379555;0.1240188404917717;0.6482683256432249;0.12244898080825806;0.6445828016549114;0.12872841954231262;386.0;425.0;394.0;0.01
146;False;True;adam;0.0001;10;0.6749551867016443;0.11145997047424316;0.6720949669647815;0.1130298301577568;0.6755440442865273;0.11459968239068985;120.0;109.0;149.0;0.01
147;False;False;adam;0.0001;10;0.6477879121127645;0.12558870017528534;0.6491550031224824;0.11930926144123075;0.6441220846056377;0.1240188404917717;447.0;372.0;439.0;0.01
148;True;True;adam;0.0001;10;0.6600838842534196;0.12715855240821838;0.6710802858440992;0.12087912112474443;0.6691878986321215;0.1240188404917717;176.0;250.0;161.0;0.001
149;True;False;adam;0.0001;10;0.6418410594833889;0.1240188404917717;0.6471263954366208;0.1240188404917717;0.643183061522629;0.12715855240821838;361.0;457.0;370.0;0.001
150;False;True;adam;0.0001;10;0.6565700820888417;0.11930926144123075;0.6527295405486689;0.12087912112474443;0.6541637432069943;0.11930926144123075;122.0;118.0;115.0;0.001
151;False;False;adam;0.0001;10;0.6453604206934079;0.12244898080825806;0.6463468983371741;0.12087912112474443;0.6433443208130039;0.12087912112474443;333.0;429.0;490.0;0.001
152;True;True;adam;0.0001;10;0.6617029945554689;0.13029827177524567;0.6686301791873794;0.11459968239068985;0.6541617029877248;0.12087912112474443;180.0;222.0;254.0;0.0001
153;True;False;adam;0.0001;10;0.6461787310836828;0.12715855240821838;0.6456365852939839;0.12244898080825806;0.6434766895355571;0.12872841954231262;321.0;393.0;329.0;0.0001
154;False;True;adam;0.0001;10;0.6515000465339169;0.11930926144123075;0.645407304378282;0.12872841954231262;0.6436424746618166;0.12244898080825806;158.0;114.0;148.0;0.0001
155;False;False;adam;0.0001;10;0.6466259640090319;0.12244898080825806;0.6476934381893703;0.12244898080825806;0.6464814185347625;0.12558870017528534;381.0;388.0;356.0;0.0001
156;True;True;adam;0.0001;50;0.6775723152108245;0.12715855240821838;0.6770851964853248;0.1240188404917717;0.6773944993969784;0.13029827177524567;151.0;183.0;217.0;0.01
157;True;False;adam;0.0001;50;0.649756480797868;0.12244898080825806;0.6480866902664281;0.12558870017528534;0.6467068531262444;0.12872841954231262;505.0;559.0;520.0;0.01
